GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code,opening_year_final,_imputed_flag_year,reserves_initial_EJ
M0808,,Russia,Kirbinskiy Coal Mine,,"Разрез Кирбинский, ООО Разрез Кирбинский",,https://www.gem.wiki/Kirbinskiy_coal_mine,,Operating,,,,Razrez Kirbinskiy LLC [100%],E100001010621 [100%],,Russian Coal JSC,Russia,,3,2023,,Surface,Open Pit,,50.0,Estimate,300,Exact,Subbituminous,Thermal,,,,,350.0,2019,,117.0,2018,,,,,Kirba,Altaysky,Khakassia,Eastern Europe,Europe,53.36762,91.20985,Approximate,,,,,,,,,,,3.6,0.002,0.8,1.5,0.2,0.1,643,2018,0,
M0808,,Russia,Kirbinskiy Coal Mine,,"Разрез Кирбинский, ООО Разрез Кирбинский",,https://www.gem.wiki/Kirbinskiy_coal_mine,,Operating,,Expansion,Stage 1,Razrez Kirbinskiy LLC [100%],E100001010621 [100%],,Russian Coal JSC,Russia,0.4,,,,Surface,Open Pit,,50.0,Estimate,343,Estimate,Subbituminous,Thermal,,,,,,2019,,,2023,,,,,Kirba,Altaysky,Khakassia,Eastern Europe,Europe,53.36762,91.20985,Approximate,,,,,,,,,,,0.5,0.0,0.8,1.5,0.0,0.0,643,2004,0,
M0808,,Russia,Kirbinskiy Coal Mine,,"Разрез Кирбинский, ООО Разрез Кирбинский",,https://www.gem.wiki/Kirbinskiy_coal_mine,,Shelved,Announced,Expansion,Stage 2,Razrez Kirbinskiy LLC [100%],E100001010621 [100%],,Russian Coal JSC,Russia,2.5,,,,Surface,Open Pit,,50.0,Estimate,,,Subbituminous,Thermal,,,,,,2019,,,2039,,,,,Kirba,Altaysky,Khakassia,Eastern Europe,Europe,53.36762,91.20985,Approximate,,,,,,,,,,,3.0,0.002,0.8,1.5,0.2,0.1,643,2004,0,
M0809,,Russia,Kirova Coal Mine,Kirov,Шахта им. Кирова,,https://www.gem.wiki/Kirova_Coal_Mine,,Operating,,,,SUEK-Kuzbass JSC [100%],E100001000839 [100%],,Siberian Coal Energy Company JSC,Russia,,5.7,2023,,Underground,Longwall,,448.0,Estimate,1173,Estimate,Bituminous,Thermal & Met,0.2,0.8,Estimated,2022.0,582.0,2021,,102.0,1935,,,,,Leninsk-Kuznetsky,Leninsk-Kuznetsky,Kemerovo,Eastern Europe,Europe,54.652327,86.152629,Exact,Terminal (Export),,,,,,,,,Yes,120.2,0.081,13.2,1.6,6.6,2.4,643,2018,0,
M0809,,Russia,Kirova Coal Mine,,Шахта им. Кирова,,https://www.gem.wiki/Kirova_Coal_Mine,,Shelved,Announced,Expansion,,SUEK-Kuzbass JSC [100%],E100001000839 [100%],,Siberian Coal Energy Company JSC,Russia,,,,,Underground,Longwall,,448.0,Estimate,,,Bituminous,Thermal & Met,,,,,319.0,2021,,,,,,,,Leninsk-Kuznetsky,Leninsk-Kuznetsky,Kemerovo,Eastern Europe,Europe,54.652327,86.152629,Approximate,,,,,,,,,,,,,13.2,1.6,,,643,2004,1,
M0810,,Russia,Kiyzassky Coal Mine,Urelgolsky 5-6,Кийзайский разрез,,https://www.gem.wiki/Kiyzassky_coal_mine,,Proposed,Permitted,Expansion,,Razrez Kiyzassky LLC [100%],E100001000871 [100%],,A-Property LLC,Russia,3,,,,Surface,,,60.0,Estimate,1171,Estimate,Bituminous,Thermal & Met,,,,,,,,,2028,,,,,Chuvashka,Novokuznetsky,Kemerovo,Eastern Europe,Europe,53.570833,87.6675,Exact,,,,,,,,,,,15.8,0.011,3.5,1.5,0.9,0.3,643,2004,0,
M0810,,Russia,Kiyzassky Coal Mine,"Uregolsky, Urelgolsky 5-6",Кийзасский разрез,,https://www.gem.wiki/Kiyzassky_coal_mine,,Operating,,,,Razrez Kiyzassky LLC [100%],E100001000871 [100%],,A-Property LLC,Russia,,7.1,2023,,Surface,,,60.0,Estimate,819,Estimate,Bituminous,Thermal & Met,0.2,0.8,Estimated,2022.0,98.0,,,14.0,2012,,,,,Chuvashka,Novokuznetsky,Kemerovo,Eastern Europe,Europe,53.570833,87.6675,Exact,,,,,,,,,,,37.3,0.025,3.5,1.5,2.1,0.7,643,2018,0,
M0811,,Russia,Kolyvansky Coal Mine,"Severny, Krutikhinsky","Разрез Колыванский, участок Северный, участок Крутихинский",,https://www.gem.wiki/Kolyvansky_coal_mine,,Proposed,Permitted,Expansion,,Razrez Kolyvansky JSC [100%],E100001000869 [100%],,A-Property LLC,Russia,2.1,,,,Surface,Open Pit,,60.0,Estimate,1185,Estimate,Anthracite,,,,,,,,,,,,,,,Ust-Chem,Iskitimsky,Novosibirsk,Eastern Europe,Europe,54.679167,83.624722,Exact,,,,,,,,,,,24.9,0.017,7.9,1.5,1.4,0.5,643,2004,1,
M0811,,Russia,Kolyvansky Coal Mine,"Severny, Krutikhinsky","Разрез Колыванский, участок Северный, участок Крутихинский",,https://www.gem.wiki/Kolyvansky_coal_mine,,Operating,,,,Razrez Kolyvansky JSC [100%],E100001000869 [100%],,A-Property LLC,Russia,,6.6,2024,,Surface,Open Pit,4.6,60.0,Estimate,1173,Estimate,Anthracite,,,,,,168.0,,,25.0,2005,,,,,Ust-Chem,Iskitimsky,Novosibirsk,Eastern Europe,Europe,54.679167,83.624722,Exact,Terminal (Export),,,,,,,,,,78.2,0.052,7.9,1.5,4.3,1.6,643,2019,0,
M0812,,Russia,Krasnobrodsky Coal Mine,,Краснобродский разрез,,https://www.gem.wiki/Krasnobrodsky_coal_mine,,Proposed,Pre-Permit,Expansion,,Kuzbassrazrezugol JSC [100%],E100001000740 [100%],,Ural Mining and Metallurgical Company OJSC [52.7%]; other unknown/mixed entity types [47.3%],Russia,1.35,,,,Surface,,,60.0,Estimate,,,Bituminous,,,,,,,,,,,,,,,,Kiselevsk Urban,Kemerovo,Eastern Europe,Europe,54.00207428,86.59873292,Approximate,,,,,,,,,,,7.1,0.005,3.5,1.5,0.4,0.1,643,2004,1,
M0812,,Russia,Krasnobrodsky Coal Mine,,Краснобродский разрез,,https://www.gem.wiki/Krasnobrodsky_coal_mine,,Operating,,,,Kuzbassrazrezugol JSC [100%],E100001000740 [100%],,Ural Mining and Metallurgical Company OJSC [52.7%]; other unknown/mixed entity types [47.3%],Russia,,8.83,2022,,Surface,Open Pit,,60.0,Estimate,2901,Exact,Bituminous,Thermal & Met,0.35,0.65,Reported,2021.0,300.0,,,34.0,1947,,,,,Krasnobrodsky,Prokopyevsky,Kemerovo,Eastern Europe,Europe,54.1677527,86.4732567,Exact,,,,,,,,,,,46.4,0.031,3.5,1.5,2.6,0.9,643,2017,0,
M0813,,Russia,Krasnogorsk Coal Mine,,Красногорский разрез,,https://www.gem.wiki/Krasnogorsk_coal_mine,,Operating,,,,Southern Kuzbass Coal Company PJSC [100%],E100001010638 [100%],,Mechel JSC,Russia,,2.76,2022,,Surface,Open Pit,25.2,60.0,Estimate,670,Estimate,Bituminous,Thermal,,,,,143.0,2021,,52.0,1954,,35,,,Kazas,Novokuznetsky,Kemerovo,Eastern Europe,Europe,53.634145,87.972316,Exact,,,,,,,,,,,14.5,0.01,3.5,1.5,0.8,0.3,643,2017,0,
M0814,,Russia,Kuprinsky Coal Mine,,Купринский Разрез,,https://www.gem.wiki/Kuprinsky_coal_mine,,Cancelled,,New,,Holding Company SDS Ugol JSC [100%],E100001010020 [100%],,Holding Company Siberian Business Union CJSC,Russia,1.2,,,,Surface,Open Pit,,60.0,Estimate,,,Bituminous,Thermal,,,,,,,,,,,,,Krasnoyarka,Kotino,Prokopyevsky,Kemerovo,Eastern Europe,Europe,54.244767,86.876621,Exact,,,,,,,,,,,6.3,0.004,3.5,1.5,0.3,0.1,643,2004,1,
M0815,,Russia,Kusheyakovsky Novy Coal Mine,,Кушеяковский Новый,,https://www.gem.wiki/Kusheyakovsky_Novy_coal_mine,,Proposed,Permitted,New,,Energiya-NK LLC [100%],E100000131580 [100%],,MelTEK LLC,Russia,0.9,,,,Surface,Open Pit,,60.0,Estimate,,,Bituminous,,,,,,58.0,,,64.0,2023,,,,Kusheyakovsky,Chistaya Griva,Novokuznetsky,Kemerovo,Eastern Europe,Europe,53.987789,87.594337,Approximate,,,,,,,,,,,4.7,0.003,3.5,1.5,0.3,0.1,643,2004,0,
M0818,,Russia,Listvyazhnaya Coal Mine,,шахта Листвяжная,,https://www.gem.wiki/Listvyazhnaya_coal_mine,,Operating,,,,Listvyazhnaya Mine LLC [100%],E100001010022 [100%],,Holding Company Siberian Business Union CJSC,Russia,4,0.4,2023,,Underground,Bord and Pillar,,448.0,Estimate,1700,Exact,Bituminous and Subbituminous,Thermal,,,,,87.0,,,218.0,1956,,,,Egozovo-Krasnoyarsk,Gramoteino,Belovsky,Kemerovo,Eastern Europe,Europe,54.521779,86.405582,Exact,,,,,,,,,,,8.4,0.006,13.2,1.6,0.5,0.2,643,2018,0,
M0819,,Russia,Mayrykhsky Coal Mine,,Майрыхский разрез,,https://www.gem.wiki/Mayrykhsky_coal_mine,,Shelved,Construction,Expansion,,Coal Company Razrez Mairykhsky LLC [100%],E100001010322 [100%],,Coal Company Razrez Mairykhsky LLC,Russia,1.7,,,,Surface,Open Pit,,50.0,Estimate,437,Estimate,Subbituminous,Thermal,,,,,,,1360.0,,2021,,,,Beyskoye,Arshanovo,Altaysky,Khakassia,Eastern Europe,Europe,53.390495,91.165237,Exact,,,,,,,,,,,2.0,0.001,0.8,1.5,0.1,0.0,643,2004,0,
M0819,,Russia,Mayrykhsky Coal Mine,,Майрыхский разрез,,https://www.gem.wiki/Mayrykhsky_coal_mine,,Operating,,,,Coal Company Razrez Mairykhsky LLC [100%],E100001010322 [100%],,Coal Company Razrez Mairykhsky LLC,Russia,3,2,2023,,Surface,Open Pit,,50.0,Estimate,444,Estimate,Subbituminous,Thermal,,,,,220.0,,,110.0,2016,,,,,Arshanovo,Altaysky,Khakassia,Eastern Europe,Europe,53.390495,91.165237,Exact,,,,,,,,,,,2.4,0.002,0.8,1.5,0.1,0.0,643,2018,0,
M0820,,Russia,Mezhegeyugol Coal Mine,Mezhegeyugol,"шахта Межегейуголь, Угледобывающий комплекс Межегейуголь, УК Межегейуголь",,https://www.gem.wiki/Mezhegeyugol_coal_mine,,Operating,,,,UK Mezhegeyugol LLC [100%],E100001010082 [100%],,Raspadskaya PJSC,Russia,0.9,1,2023,,Underground,Bord and Pillar,48,200.0,Exact,350,Exact,Bituminous,Met,,,,,86.0,2022,,86.0,2016,,,,Kyzylin,Kochetovo,Tandinskiy,Tuva,Eastern Europe,Europe,51.391967,94.110944,Exact,,,,,,,,,,,13.8,0.009,8.6,1.6,0.8,0.3,643,2018,0,
M0820,,Russia,Mezhegeyugol Coal Mine,Mezhegeyugol,"шахта Межегейуголь, Угледобывающий комплекс Межегейуголь, УК Межегейуголь",,https://www.gem.wiki/Mezhegeyugol_coal_mine,,Cancelled,Announced,Expansion,,UK Mezhegeyugol LLC [100%],E100001010082 [100%],,Raspadskaya PJSC,Russia,3.3,,,,Underground,,,448.0,Estimate,,,Bituminous,Met,,,,,,2022,,,2030,,,,Ulug-Khem,Kyzylin,Tandinskiy,Tuva,Eastern Europe,Europe,51.391967,94.110944,Exact,,,,,,,,,,,69.6,0.047,13.2,1.6,3.8,1.4,643,2004,0,
M0821,,Russia,Mokhovsky Coal Mine,,Моховский угольный разрез,,https://www.gem.wiki/Mokhovsky_coal_mine,,Operating,,,,Kuzbassrazrezugol JSC [100%],E100001000740 [100%],,Ural Mining and Metallurgical Company OJSC [52.7%]; other unknown/mixed entity types [47.3%],Russia,,4.36,2022,,Surface,Open Pit,,50.0,Estimate,842,Estimate,Subbituminous,Thermal,,,,,197.0,2018,,45.0,1966,,,,,Mokhovo,"Belovsky, Leninsky-Kuznetsky, Krapivinsky",Kemerovo,Eastern Europe,Europe,54.592708,86.403924,Exact,,,,,,,,,,,5.2,0.004,0.8,1.5,0.3,0.1,643,2017,0,
M0822,,Russia,Neryungrinsky Coal Mine,,Нерюнгринский разрез,,https://www.gem.wiki/Neryungrinsky_coal_mine,,Operating,,,,Yakutugol Holding Company JSC [100%],E100001010639 [100%],,Mechel JSC,Russia,,2.6,2023,,Surface,Open Pit,15.3,60.0,Estimate,625,Estimate,Bituminous,Thermal & Met,0.1,,Reported,2021.0,81.0,2021,81.0,31.0,1979,,,,,Neryungri,Neryungrinsky,Sakha,Eastern Europe,Europe,56.704788,124.590797,Exact,Terminal (Export),,,,,,,,,,13.7,0.009,3.5,1.5,0.8,0.3,643,2018,0,
M0822,,Russia,Neryungrinsky Coal Mine,,Нерюнгринский разрез,,https://www.gem.wiki/Neryungrinsky_coal_mine,,Proposed,Announced,Expansion,,Yakutugol Holding Company JSC [100%],E100001010639 [100%],,Mechel JSC,Russia,1.7,,,,Surface,Open Pit,,60.0,Estimate,663,Estimate,Bituminous,Thermal & Met,,,,,,,,,2025,,,,,Neryungri,Neryungrinsky,Sakha,Eastern Europe,Europe,56.704788,124.590797,Exact,,,,,,,,,,,8.9,0.006,3.5,1.5,0.5,0.2,643,2004,0,
M0823,,Russia,Olzherasskaya Novaya Coal Mine,"Olzherasskaya-New, Olzherassk-New",Шахта Ольжерасская-Новая,,https://www.gem.wiki/Olzherasskaya-Novaya_coal_mine,,Mothballed,,,,Southern Kuzbass Coal Company PJSC [100%],E100001010638 [100%],,Mechel JSC,Russia,1.5,1.25,2022,,Underground,Longwall,16,448.0,Estimate,400,Exact,Bituminous,Thermal,,,,,96.0,2021,,77.0,2006,,,,,Mezhdurechensk,Mezhdurechensky,Kemerovo,Eastern Europe,Europe,53.83299014,88.13436707,Exact,,,,,,,,,,,26.4,0.018,13.2,1.6,1.5,0.5,643,2017,0,
M0823,,Russia,Olzherasskaya Novaya Coal Mine,"Olzherasskaya-New, Olzherassk-New",Шахта Ольжерасская-Новая,,https://www.gem.wiki/Olzherasskaya-Novaya_coal_mine,,Shelved,Construction,Expansion,,Southern Kuzbass Coal Company PJSC [100%],E100001010638 [100%],,Mechel JSC,Russia,0.4,,,,Underground,Longwall,,494.0,Estimate,,,Bituminous,Thermal,,,,,,,,,2020,,,,,Mezhdurechensk,Mezhdurechensky,Kemerovo,Eastern Europe,Europe,53.83299014,88.13436707,Exact,,,,,,,,,,,0.0,,13.7,,0.0,0.0,643,2004,0,
M0824,,Russia,New November 7th Coal Mine,,Шахта 7 ноября - новая,,https://www.gem.wiki/New_November_7th_mine,,Operating,,,,SUEK-Kuzbass JSC [100%],E100001000839 [100%],,Siberian Coal Energy Company JSC,Russia,2.62,3.81,2023,,Underground,Longwall,,448.0,Estimate,1044,Estimate,Bituminous,Thermal,,,,,249.0,2021,,65.0,2021,,,,,Mokhovo,Belovo,Kemerovo,Eastern Europe,Europe,54.571067,86.383781,Exact,,,,,,,,,,,80.4,0.054,13.2,1.6,4.4,1.6,643,2018,0,
M0825,,Russia,Novokazansky-2 Coal Mine,,Новоказанский-2 разрез,,https://www.gem.wiki/Novokazansky-2_coal_mine,,Operating,,,,Resurs LLC [100%],E100000132119 [100%],,Resurs LLC,Russia,4,4.4,2023,,Surface,Open Pit,18.8,60.0,Estimate,837,Estimate,Bituminous,Thermal,,,,,329.0,2017,,75.0,2020,,,,,Bolshaya Talda,Prokopyevsk/Novokuznetsky,Kemerovo,Eastern Europe,Europe,54.228213,87.264404,Exact,Terminal (Export),,,,,,,,,,23.1,0.015,3.5,1.5,1.3,0.5,643,2018,0,
M0827,,Russia,Omsukchan Coal Mine,,Омсукчанский разрез,,https://www.gem.wiki/Omsukchan_Coal_Mine,,Cancelled,Pre-Permit,New,,Northeastern Coal Company CJSC [100%],E100001010641 [100%],,East Mining Company LLC,Russia,2.5,,,,Surface,Open Pit,,60.0,Estimate,,,Bituminous,,,,,,100.0,,,40.0,,,,,Omsukchansky,Omsukchan,"Omsukchansky, Srednekansky",Magadan,Eastern Europe,Europe,62.5312344,155.7972808,Approximate,,,,,,,,,,,13.1,0.009,3.5,1.5,0.7,0.3,643,2004,1,
M0828,,Russia,Osinnikovskaya Coal Mine,Yuzhkuzbassugol,Осинниковская шахта,,https://www.gem.wiki/Ossinikovskaya_coal_mine,,Operating,,,,Shakhta Osinnikovskaya LLC [100%],E100001010079 [100%],,Raspadskaya PJSC,Russia,,1.2,2023,,Underground,Longwall,,800.0,Exact,1100,Exact,Bituminous,Met,,,,,69.0,2022,,58.0,1932,,,,,Ossiniki,Ossiniki Urban,Kemerovo,Eastern Europe,Europe,53.645605,87.415853,Exact,Steel Plant,,,,,,,,,,31.3,0.021,16.3,1.6,1.7,0.6,643,2018,0,
M0829,,Russia,Otvalny Yuzhny No.1 Glubokiy Coal Mine,Yuzhnaya Glubokaya,"участок Отвальный Южный №1 Глубокий (шахта Отвальная Южная-1 Глубокая ), шахта  Южная Глубокая",,https://www.gem.wiki/Otvalny_Yuzhny_No.1_Glubokiy_coal_mine,,Proposed,Construction,New,,Razrez Yuzhny LLC [100%],E100000132113 [100%],,Razrez Yuzhny LLC,Russia,2.5,,,,Underground,,,448.0,Estimate,,,Bituminous,Thermal,,,,,,,126.0,,2025,,,,Taldinsky,Zhernovo,Novokuznetsky,Kemerovo,Eastern Europe,Europe,54.143333,87.224236,Exact,,,,,,,,,,,52.7,0.035,13.2,1.6,2.9,1.1,643,2004,0,
M0830,,Russia,Pereyaslovskiy Coal Mine,Pereyaslavskoye,разрез Переясловский,,https://www.gem.wiki/Pereyaslovskiy_coal_mine,,Operating,,,,Krasnoyarskkrayugol JSC [100%],E100001010614 [100%],,Russian Coal JSC,Russia,4,4,2024,,Surface,Open Pit,87,50.0,Estimate,550,Exact,Lignite,Thermal,,,,,352.0,2024,,88.0,1983,,,,Pereyaslovskoe,Pereyaslavka,Rybinsky,Krasnoyarsk,Eastern Europe,Europe,55.62819,94.70438,Exact,Coal Plant,,,,,,,,,,4.8,0.003,0.8,1.5,0.3,0.1,643,2019,0,
M0831,,Russia,Permyakovsky Coal Mine,,Пермяковский разрез,,https://www.gem.wiki/Permyakovsky_coal_mine,,Operating,,,,Razrez Permyakovsky LLC [100%],E100001010634 [100%],,Stroyservis JSC,Russia,,4,2022,,Surface,Open Pit,50,60.0,Estimate,788,Estimate,Bituminous,Thermal,,,,,,,,,2002,,,,Karakan,Karakan,Belovsky,Kemerovo,Eastern Europe,Europe,54.426121,86.806412,Exact,,,,,,,,,,,21.0,0.014,3.5,1.5,1.2,0.4,643,2017,0,
M0832,,Russia,Pervomaisky Coal Mine,"Mayskaya, Mayskoe, Pervomaysky","Первомайский разрез, ООО Шахтоуправление Майское",,https://www.gem.wiki/Pervomaisky_coal_mine,,Mothballed,,,,Shakhtoupravleniye Mayskoe LLC [100%],E100001010024 [100%],,Holding Company Siberian Business Union CJSC,Russia,5,3.1,2023,,Surface,Open Pit,,50.0,Estimate,1100,Exact,Subbituminous,Thermal,,,,,,,623.0,,2012,,,,Sokolovsky,Oktyabr'skiy,Prokopyevsky,Kemerovo,Eastern Europe,Europe,54.275148,86.882458,Exact,,,,,,,,,,,3.7,0.002,0.8,1.5,0.2,0.1,643,2018,0,
M0832,,Russia,Pervomaisky Coal Mine,"Mayskaya, Mayskoe, Pervomaysky","Первомайский разрез, ООО Шахтоуправление Майское",,https://www.gem.wiki/Pervomaisky_coal_mine,,Cancelled,Pre-Permit,Expansion,,Shakhtoupravleniye Mayskoe LLC [100%],E100001010024 [100%],,Holding Company Siberian Business Union CJSC,Russia,2.5,,,,Surface,Open Pit,,50.0,Estimate,680,Estimate,Subbituminous,Thermal,,,,,,,,,,,,,Sokolovsky,Kotino,Prokopyevsky,Kemerovo,Eastern Europe,Europe,54.275148,86.882458,Exact,,,,,,,,,,,3.0,0.002,0.8,1.5,0.2,0.1,643,2004,1,
M0833,,Russia,Pervomayskaya Coal Mine,,Первомайская шахта,,https://www.gem.wiki/Pervomayskaya_coal_mine,,Operating,,,,Severny Kuzbass Coal Company JSC [100%],E100000132192 [100%],,Severny Kuzbass Coal Company JSC,Russia,,0.24,2023,,Underground,Longwall,,448.0,Estimate,613,Estimate,Bituminous,Met,,,,,,,,,1975,,,,Biruylinsk,Razvedchik,Kemerovsky,Kemerovo,Eastern Europe,Europe,55.721116,86.171951,Exact,Other Industrial,,,,,,,,,,5.1,0.003,13.2,1.6,0.3,0.1,643,2018,0,
M0834,,Russia,Polyany Coal Mine,Krasnokamenskaya,разрез Поляны,,https://www.gem.wiki/Polyany_coal_mine,,Shelved,Pre-Permit,Expansion,,Polyany JSC [100%],E100001010652 [100%],,TalTEK JSC,Russia,0.4,,,,Surface,Open Pit,,60.0,Estimate,498,Estimate,Bituminous,,,,,,,,,,,,,,,Kiselyovsk,Kiselyovsk Urban,Kemerovo,Eastern Europe,Europe,54.0479,86.621704,Exact,,,,,,,,,,,2.1,0.001,3.5,1.5,0.1,0.0,643,2004,1,
M0834,,Russia,Polyany Coal Mine,Krasnokamenskaya,разрез Поляны,,https://www.gem.wiki/Polyany_coal_mine,,Operating,,,,Polyany JSC [100%],E100001010652 [100%],,TalTEK JSC,Russia,1.5,1.6,2022,,Surface,Open Pit,,60.0,Estimate,656,Estimate,Bituminous,Met,,,,,264.0,,,165.0,2006,,,,,Kiselyovsk,Kiselyovsk Urban,Kemerovo,Eastern Europe,Europe,54.0479,86.621704,Exact,,,,,,,,,,,8.4,0.006,3.5,1.5,0.5,0.2,643,2017,0,
M0835,,Russia,Pravoberezhny Coal Mine,Pravoberezhniy,Правобережный разрез,,https://www.gem.wiki/Pravoberezhny_coal_mine,,Operating,,,,Urgalugol JSC [100%],E100001000853 [100%],,Siberian Coal Energy Company JSC,Russia,3,6,2024,,Surface,Open Pit,,60.0,Estimate,347,Estimate,Bituminous,Thermal,,,,,111.0,2021,,19.0,2016,,,,,Chegdomyn,Verkhnebureinsky,Khabarovsk,Eastern Europe,Europe,51.20113923,133.0049924,Exact,Terminal (Export),Vanino Bulk Terminal,https://www.gem.wiki/Vanino_Bulk_Terminal,,,,,,,,31.5,0.021,3.5,1.5,1.7,0.6,643,2019,0,
M0835,,Russia,Pravoberezhny Coal Mine,Pravoberezhniy,Правобережный разрез,,https://www.gem.wiki/Pravoberezhny_coal_mine,,Operating,,Expansion,Stage 1,Urgalugol JSC [100%],E100001000853 [100%],,Siberian Coal Energy Company JSC,Russia,1.2,,,,Surface,Open Pit,,60.0,Estimate,347,Estimate,Bituminous,Thermal,,,,,,2021,,,2024,,,,,Chegdomyn,Verkhnebureinsky,Khabarovsk,Eastern Europe,Europe,51.1032332,132.9660693,Approximate,,,,,,,,,,,6.3,0.004,3.5,1.5,0.3,0.1,643,2004,0,
M0835,,Russia,Pravoberezhny Coal Mine,Pravoberezhniy,Правобережный разрез,,https://www.gem.wiki/Pravoberezhny_coal_mine,,Proposed,Announced,Expansion,Stage 2,Urgalugol JSC [100%],E100001000853 [100%],,Siberian Coal Energy Company JSC,Russia,5,,,,Surface,Open Pit,,60.0,Estimate,728,Estimate,Bituminous,Thermal,,,,,,2021,,,2029,,,,,Chegdomyn,Verkhnebureinsky,Khabarovsk,Eastern Europe,Europe,51.1032332,132.9660693,Approximate,,,,,,,,,,,26.3,0.018,3.5,1.5,1.5,0.5,643,2004,0,
M0836,,Russia,Raspadskaya Coal Mine,,шахта Распадская,Raspadskaya mine complex,https://www.gem.wiki/Raspadskaya_coal_mine,,Operating,,,,Raspadskaya PJSC [100%],E100001010074 [100%],,Raspadskaya PJSC,Russia,5,4,2023,,Underground,Longwall,84.3,600.0,Exact,2100,Exact,Bituminous,Met,,,,,901.0,2022,1200.0,225.0,1973,,,,Kuznetsk,Mezdurechensk,Mezhdurechensky,Kemerovo,Eastern Europe,Europe,53.784142,88.082391,Exact,Steel Plant,Magnitogorsk Iron and Steel Works; Novolipetsk Steel; Evraz,,,,,,,,,94.7,0.063,14.8,1.6,5.2,1.9,643,2018,0,
M0837,,Russia,Raspadskaya Koksovaya Coal Mine,Tomusinskaya 5-6,шахта Распадская-Коксовая,Raspadskaya mine complex,https://www.gem.wiki/Raspadskaya-Koksovaya_coal_mine,,Operating,,,,Raspadskaya Koksovaya JSC [100%],E100001010076 [100%],,Raspadskaya PJSC,Russia,,1.03,2022,,Underground,Longwall,,650.0,Exact,940,Exact,Bituminous,Met,,,,,144.0,2022,,140.0,2003,,,,,Mezdurechensk,Mezhdurechensky,Kemerovo,Eastern Europe,Europe,53.72907295,88.08460418,Exact,Steel Plant,,,,,,,,,,25.0,0.017,15.2,1.6,1.4,0.5,643,2017,0,
M0838,,Russia,Razrez Raspadsky Coal Mine,,разрез Распадский,,https://www.gem.wiki/Razrez_Raspadsky_coal_mine,,Operating,,,,Razrez Raspadsky JSC [100%],E100001010075 [100%],,Raspadskaya PJSC,Russia,3,4.82,2022,,Surface,Open Pit,,60.0,Estimate,693,Estimate,Bituminous,Met,,,,,92.0,2022,,19.0,2004,,,,,Mezdurechensk,Mezhdurechensky,Kemerovo,Eastern Europe,Europe,53.83175691,88.18458387,Exact,Steel Plant,,,,,,,,,,25.3,0.017,3.5,1.5,1.4,0.5,643,2017,0,
M0839,,Russia,Rechnoy Coal Mine,"поле шахты ""Талдинская""","участок Речной / поле шахты ""Талдинская""",,https://www.gem.wiki/Rechnoy_coal_mine,,Proposed,Permitted,New,,Salek JSC [100%],E100001010023 [100%],,Holding Company Siberian Business Union CJSC,Russia,3,,,,Surface,,,60.0,Estimate,,,Bituminous,,,,,,28.0,2020,,9.0,,,,,,,Prokopyevsky,Kemerovo,Eastern Europe,Europe,54.188457,87.041245,Approximate,,,,,,,,,,,15.8,0.011,3.5,1.5,0.9,0.3,643,2004,1,
M0840,,Russia,Ruban Coal Mine,"A. D. Ruban, Magistralny",Шахта «Имени А.Д. Рубана,,https://www.gem.wiki/Ruban_coal_mine,,Operating,,,,SUEK-Kuzbass JSC [100%],E100001000839 [100%],,Siberian Coal Energy Company JSC,Russia,3.5,4.4,2022,,Underground,Longwall,,448.0,Estimate,1039,Estimate,Subbituminous,Thermal,,,,,140.0,2021,,32.0,1999,,,,,Leninsk-Kuznetsky,Leninsk-Kuznetsky Urban,Kemerovo,Eastern Europe,Europe,54.641137,86.27718,Exact,,,,,,,,,,,30.0,0.02,4.3,1.6,1.7,0.6,643,2017,0,
