GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code,opening_year_final,_imputed_flag_year,reserves_initial_EJ
M1134,,China,Huale Coal Mine,,六盘水化乐煤业有限公司,,https://www.gem.wiki/Huale_Coal_MIne,https://www.gem.wiki/%E5%85%AD%E7%9B%98%E6%B0%B4%E5%8C%96%E4%B9%90%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Proposed,Construction,Expansion,Stage 2,Liupanshui Huale Coal Industry Company [100%],E100000127394 [100%],,Guizhou Panjiang Coal and Electricity Group,China,3,,,,Underground,,53,456.0,Estimate,447,Estimate,Bituminous,Thermal,,,,,540.0,2017,960.0,180.0,,,78,2021,Heitan,Huale,Liupanshui,Guizhou,Eastern Asia,Asia,26.503592,105.2108,Exact,,,,High-gas,2024,,,,,,46.4,0.031,13.3,1.6,2.6,0.9,156,2004,1,
M3082,,China,Huanghaojie Coal Mine,,陕西榆横矿区南区黄蒿界煤矿,,https://www.gem.wiki/Shaanxi_Huanghaojie_Coal_Mine,https://www.gem.wiki/%E9%BB%84%E8%92%BF%E7%95%8C%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Shaanxi Yuansheng Coal Industry Company [100%],E100002010155 [100%],,Shaanxi Taifaxiang Industrial Group,China,3,,,,Underground,,120.52,373.0,Exact,,,Bituminous,Thermal,,,,,255.0,2022,395.0,85.0,,,61,2022,,,Yulin City,Shaanxi,Eastern Asia,Asia,38.226356,109.483759,Approximate,,,,Low-gas,2022,,,,,,42.3,0.028,12.1,1.6,2.3,0.8,156,2004,1,
M3084,,China,Huanxian Mafuchuan Coal Mine,,环县马福川煤矿,,,https://www.gem.wiki/%E7%8E%AF%E5%8E%BF%E9%A9%AC%E7%A6%8F%E5%B7%9D%E7%85%A4%E7%9F%BF#.E9.A1.B9.E7.9B.AE.E4.BF.A1.E6.81.AF,Proposed,Pre-Permit,New,,Gansu Huaneng Tianjun Energy Company [100%],E100002009847 [100%],,China Datang,China,5,,,,Underground,Longwall,67.9,456.0,Estimate,,,Bituminous,Thermal,,,,,614.0,2024,1087.0,123.0,,,88,2024,Longdong,"Yuanmao , Daoxian ship",Qingyang City,Gansu,Eastern Asia,Asia,36.435069,106.712419,Exact,,,,Low-gas,2023,,,,,,77.4,0.052,13.3,1.6,4.3,1.5,156,2004,1,
M5575,,China,Ningxia Hui'an Coal Mine,,宁夏萌城矿区惠安煤矿,,https://www.gem.wiki/Hui%27an_Coal_Mine,https://www.gem.wiki/%E5%AE%81%E5%A4%8F%E8%90%8C%E5%9F%8E%E7%9F%BF%E5%8C%BA%E6%83%A0%E5%AE%89%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Ningxia Haosheng Sunshine Energy [100%],E100002010618 [100%],,Ningxia Haosheng Industry Group [51%]; Ningxia Xingjun Energy Development Company [49%],China,1.5,,,,Underground,Longwall,16.215,456.0,Estimate,,,Bituminous,Thermal,,,,,147.0,2022,229.0,98.0,,,70,2022,Ningdong,"Hui'anbu , Yanchi County",Wuzhong,Ningxia,Eastern Asia,Asia,37.365278,106.7575,Exact,,,,Low-gas,2022,,,,,,23.2,0.016,13.3,1.6,1.3,0.5,156,2004,1,
M2894,,China,Huoshaopu Yinhe Well Area Coal Mine,,贵州盘州银河矿业有限公司火烧铺煤矿银河井区,,https://www.gem.wiki/Huoshaopu_Yinhe_Well_Area_Coal_Mine,https://www.gem.wiki/%E8%B4%B5%E5%B7%9E%E7%9B%98%E5%B7%9E%E9%93%B6%E6%B2%B3%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%81%AB%E7%83%A7%E9%93%BA%E7%85%A4%E7%9F%BF%E9%93%B6%E6%B2%B3%E4%BA%95%E5%8C%BA,Operating,,New,,Guizhou Panzhou Yinhe Mining Company [100%],E100000127383 [100%],,Guizhou Panzhou Yinhe Mining Company,China,0.6,,,,Underground,Longwall,1.6644,456.0,Estimate,626,Exact,Bituminous,Met,,,,,19.0,2015,28.0,32.0,,,23,2015,Liupanshui,Zhongshatuo,Liupanshui,Guizhou,Eastern Asia,Asia,25.709,104.405143,Exact,,,,Outburst,2024,,,,,,9.3,0.006,13.3,1.6,0.5,0.2,156,2004,1,
M0261,,China,Jianyuan Coal Mine,,鄂托克旗建元煤焦化有限责任公司建元煤矿,,https://www.gem.wiki/Jianyuan_Coal_Mine,https://www.gem.wiki/%E9%84%82%E6%89%98%E5%85%8B%E6%97%97%E5%BB%BA%E5%85%83%E7%85%A4%E7%84%A6%E5%8C%96%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%BB%BA%E5%85%83%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Otog Banner Jianyuan Coking Company [100%],E100000126939 [100%],,Hongxing International Development Company,China,3.8,,2022,,Underground,,25.42,456.0,Estimate,,,Bituminous,,,,,,261.0,,,69.0,,,40,,,Qipanjing,Ordos,Inner Mongolia,Eastern Asia,Asia,39.342871,106.995121,Exact,,,,,,,,,,,58.8,0.039,13.3,1.6,3.3,1.2,156,2017,1,
M0177,,China,Balasu Coal Mine,,陕西延长石油巴拉素煤业有限公司巴拉素煤矿,,https://www.gem.wiki/Balasu_mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E5%BB%B6%E9%95%BF%E7%9F%B3%E6%B2%B9%E5%B7%B4%E6%8B%89%E7%B4%A0%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%B7%B4%E6%8B%89%E7%B4%A0%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Shaanxi Yanchang Petroleum and Balasu Coal Industry Company [100%],E100000126988 [100%],,Shaanxi Yanchang Petroleum Group[84%]; Others [16%],China,15,,2022,,Underground,Longwall,300.4,456.0,Estimate,1711,Exact,Bituminous,Thermal,,,,,2263.0,2015,4971.0,151.0,,,,,,"Xinmiaotan , Balasu",Yulin,Shaanxi,Eastern Asia,Asia,38.265057,109.208519,Exact,,,,Low-gas,2023,,,,,,232.1,0.156,13.3,1.6,12.8,4.6,156,2017,1,
M0217,,China,Gangou Coal Mine,,新疆振兴天原煤矿有限责任公司伊宁矿区北区干沟煤矿,,https://www.gem.wiki/Gangou_coal_mine,https://www.gem.wiki/%E6%96%B0%E7%96%86%E6%8C%AF%E5%85%B4%E5%A4%A9%E5%8E%9F%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%B9%B2%E6%B2%9F%E7%85%A4%E7%9F%BF,Proposed,Permitted,New,,Xinjiang Zhenxing Tianyuan Coal Industry Company [100%],E100002009330 [100%],,Oriental Fortune (Beijing) Investment Management Company [90%]; Xinjiang Kekedala State-Owned Capital Investment and Operation Company [10%],China,2.4,,,,Underground,Longwall,11.26,456.0,Estimate,584,Exact,Bituminous,Thermal,,,,,261.0,2020,,109.0,2024,,119,2024,Yibei,,Yili,Xinjiang,Eastern Asia,Asia,44.039167,81.171389,Exact,,,,Low-gas,2024,,,,,,37.1,0.025,13.3,1.6,2.1,0.7,156,2004,0,
M3724,,China,Gaoping Goudi Coal Mine,,山西高平源野煤业有限公司沟底矿井,,,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E9%AB%98%E5%B9%B3%E6%BA%90%E9%87%8E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B2%9F%E5%BA%95%E7%9F%BF%E4%BA%95,Proposed,Permitted,New,,Shanxi Gaoping Yuanye Coal Industry Company [100%],E100000123835 [100%],,Jinneng Holding Group,China,5,,,,Underground,,71.1,456.0,Estimate,,,Anthracite,Thermal & Met,,,,,396.0,,581.0,79.0,,,,,Qinshui,"Jiaohe , Yechuan",Jincheng,Shanxi,Eastern Asia,Asia,35.755605,112.73294,Approximate,,,,,,,,,,,137.3,0.092,23.6,1.6,7.6,2.7,156,2004,1,
M0227,,China,Guojiatan Coal Mine,,陕西榆林能源集团郭家滩矿业有限公司,,https://www.gem.wiki/Guojiatan_coal_mine,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E6%A6%86%E6%9E%97%E8%83%BD%E6%BA%90%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%83%AD%E5%AE%B6%E6%BB%A9%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Shaanxi Yulin Energy Group Guojiatan Mining Company [100%],E100002010153 [100%],,Shaanxi Yulin Energy Group,China,10,,2022,,Underground,,136.19,335.0,Exact,,,Bituminous,Thermal,,,,,1534.0,2019,3345.0,153.0,,,102,2023,Yushen,Mengjiawan,Yulin,Shaanxi,Eastern Asia,Asia,38.611469,109.809687,Exact,,,,Low-gas,2023,,,,,,134.1,0.09,11.5,1.6,7.4,2.7,156,2017,1,
M3728,,China,Haicetan Coal Mine,,陕西延长石油靖边煤业有限公司海测滩煤矿,,,https://www.gem.wiki/%E9%99%95%E8%A5%BF%E6%A6%86%E6%A8%AA%E7%9F%BF%E5%8C%BA%E5%8D%97%E5%8C%BA%E6%B5%B7%E6%B5%8B%E6%BB%A9%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Shaanxi Yanchang Petroleum Jingbian Coal Industry Company [100%],E100000126471 [100%],,Shaanxi Yanchang Petroleum [Group] Company,China,5,,,,Underground,Longwall,162.1536,456.0,Estimate,,,Bituminous,Thermal,,,,,343.0,2023,728.0,69.0,,,49,2023,Northern Shaanxi Jurassic,Haizetan,Yulin,Shaanxi,Eastern Asia,Asia,37.753287,108.887824,Approximate,,,,Low-gas,2023,,,,,,77.4,0.052,13.3,1.6,4.3,1.5,156,2004,1,
M3729,,China,Hami Yingma No. 2 Coal Mine,,哈密淖毛湖矿区英格玛二号煤矿,,,https://www.gem.wiki/%E5%93%88%E5%AF%86%E6%B7%96%E6%AF%9B%E6%B9%96%E7%9F%BF%E5%8C%BA%E8%8B%B1%E6%A0%BC%E7%8E%9B%E4%BA%8C%E5%8F%B7%E7%85%A4%E7%9F%BF%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B,Proposed,Permitted,New,Stage 1,Xinjiang Hami Yinggema Coal Power Investment Company [100%],E100002009364 [100%],,China Huadian Group Corporation,China,3,,,,Underground,,43.11,456.0,Estimate,,,Bituminous,Thermal,,,,,472.0,2023,,157.0,2026,,112,2023,Naomaohu,"Naomaohu , Yiwu County",Hami,Xinjiang,Eastern Asia,Asia,43.756188,94.983417,Approximate,,,,Low-gas,2025,,,,,,46.4,0.031,13.3,1.6,2.6,0.9,156,2004,0,
M2567,,China,Hebi No. 11 Coal Mine,,河南华安煤业有限公司（鹤壁十一矿）,,https://www.gem.wiki/Hebi_No.11_Mine,https://www.gem.wiki/%E6%B2%B3%E5%8D%97%E5%8D%8E%E5%AE%89%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%EF%BC%88%E9%B9%A4%E5%A3%81%E5%8D%81%E4%B8%80%E7%9F%BF%EF%BC%89,Shelved,Construction,New,,Henan Hua'an Coal Industry Company [100%],E100000127175 [100%],,Hebi Coal & Electricity Company [50%）Ningbo Zhongding Trade Company[40%]; An Yang Xinlong Coal Industry Group [10%）,China,1.8,,,,Underground,,40.12,456.0,Estimate,,,Bituminous,Thermal,,,,,128.0,,251.0,,,,53,,Anhe,Jiangcun,Anyang,Henan,Eastern Asia,Asia,36.174426,114.122306,Exact,,,,High-gas,,,,,,,27.9,0.019,13.3,1.6,1.5,0.6,156,2004,1,
M3730,,China,Hengshan Tianyun Coal Mine,,横山县天云煤矿有限公司天云煤矿,,,https://www.gem.wiki/%E6%A8%AA%E5%B1%B1%E5%8E%BF%E5%A4%A9%E4%BA%91%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A9%E4%BA%91%E7%85%A4%E7%9F%BF,Proposed,Construction,Expansion,,Hengshan County Tianyun Coal Mine Company [100%],E100000126931 [100%],,Jiangsu Yueda Group,China,0.9,,,,Underground,Longwall,67.0227,456.0,Estimate,,,Bituminous,Thermal & Met,,,,,46.0,2019,116.0,52.0,,,39,2019,Northern ShaanxiTriassic,Weijialou ship,Yulin,Shaanxi,Eastern Asia,Asia,37.561086,109.459653,Exact,,,,Low-gas,2019,,,,,,13.9,0.009,13.3,1.6,0.8,0.3,156,2004,1,
M3732,,China,Hexingliang Coal Mine,,榆林河兴梁煤矿,,,https://www.gem.wiki/%E6%A6%86%E6%9E%97%E6%B2%B3%E5%85%B4%E6%A2%81%E7%85%A4%E7%9F%BF,Proposed,Pre-Permit,New,,Yulin Hexingliang Coal Industry Company [100%],E100002009258 [100%],,Shaanxi Yushen Energy Development and Construction Group,China,1.2,,,,Underground,,105.0238,456.0,Estimate,,,Bituminous,Thermal,,,,,,,287.0,,,,,,Northern Shaanxi Jurassic,Dabaodang,Yulin,Shaanxi,Eastern Asia,Asia,38.583333,110.075,Exact,,,,,,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,1,
M3733,,China,Hongdunjie Coal Mine,,榆林红墩界煤矿,,,https://www.gem.wiki/%E6%A6%86%E6%9E%97%E7%BA%A2%E5%A2%A9%E7%95%8C%E7%85%A4%E7%9F%BF,Proposed,Pre-Permit,New,,Shaanxi Shitong Hengyun Mining Company [100%],E100002010171 [100%],,Ningbo Aofei Enterprise Management Partnership [Limited Partnership],China,10,,,,Underground,Longwall,265.3793,456.0,Estimate,,,Bituminous,Thermal,,,,,955.0,2024,1945.0,96.0,,,68,2024,Northern Shaanxi Jurassic,Yangjiayuan ，Hongdunjie,Yulin,Shaanxi,Eastern Asia,Asia,37.894034,108.920293,Exact,,,,,,,,,,,154.8,0.104,13.3,1.6,8.6,3.1,156,2004,1,
M2458,,China,Hongshaliang Coal Mine,,窑街煤电集团酒泉天宝煤业有限公司红沙梁矿井,,https://www.gem.wiki/Hongshaliang_Coal_Mine,https://www.gem.wiki/%E7%AA%91%E8%A1%97%E7%85%A4%E7%94%B5%E9%9B%86%E5%9B%A2%E9%85%92%E6%B3%89%E5%A4%A9%E5%AE%9D%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%A2%E6%B2%99%E6%A2%81%E7%9F%BF%E4%BA%95,Proposed,Construction,New,,Yaojie Coal and Electricity Group Jiuquan Tianbao Coal Industry Company [100%],E100000126825 [100%],,Gansu Energy Chemical Investment Group,China,2.4,,,,Underground,,56.03,456.0,Estimate,,,Bituminous,Thermal,,,,,176.0,2021,280.0,73.0,2025,,52,2021,,Mazongshan,Jiuquan,Gansu,Eastern Asia,Asia,41.745912,96.634134,Approximate,,,,Low-gas,2021,,,,,,37.1,0.025,13.3,1.6,2.1,0.7,156,2004,0,
M2449,,China,Hongshaliang Surface Coal Mine,,窑街煤电集团酒泉天宝煤业有限公司红沙梁露天矿,,https://www.gem.wiki/Hongshaliang_Surface_Coal_Mine,https://www.gem.wiki/%E7%AA%91%E8%A1%97%E7%85%A4%E7%94%B5%E9%9B%86%E5%9B%A2%E9%85%92%E6%B3%89%E5%A4%A9%E5%AE%9D%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%A2%E6%B2%99%E6%A2%81%E9%9C%B2%E5%A4%A9%E7%9F%BF,Proposed,Test Operation,New,,Yaojie Coal and Electricity Group Jiuquan Tianbao Coal Industry Company [100%],E100000126825 [100%],,Gansu Energy Chemical Investment Group,China,2,,,,Surface,Open Pit,14.2,280.0,Estimate,282,Estimate,Bituminous,Thermal,,,,,57.0,2021,93.0,28.0,2023,,26,2021,,Mazongshan,Jiuquan,Gansu,Eastern Asia,Asia,41.745912,96.634134,Approximate,,,,,,,,,,,22.9,0.015,10.5,1.5,1.3,0.5,156,2004,0,
M0245,,China,Hongshan West Coal Mine,,新疆中富矿业有限公司红山西煤矿,,https://www.gem.wiki/Hongshan_West_coal_mine,https://www.gem.wiki/%E6%96%B0%E7%96%86%E4%B8%AD%E5%AF%8C%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BA%A2%E5%B1%B1%E8%A5%BF%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Xinjiang Zhongfu Mining Industry Company [100%],E100002009329 [100%],,State-Owned Assets Management Company Hangzhou Jinjiang Group [51%]; Zhejiang Kangrui Investment Company [44%],China,1.2,,,,Underground,,11.08,456.0,Estimate,150,Exact,Bituminous,Thermal,,,,,89.0,2020,,74.0,,,,,,,Tacheng,Xinjiang,Eastern Asia,Asia,44.438297,84.766747,Exact,,,,Low-gas,2012,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,1,
M1157,,China,Kaiyuan Coal Mine,,阳煤集团寿阳开元矿业有限责任公司,,https://www.gem.wiki/Kaiyuan_Coal_Mine,https://www.gem.wiki/%E9%98%B3%E7%85%A4%E9%9B%86%E5%9B%A2%E5%AF%BF%E9%98%B3%E5%BC%80%E5%85%83%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,Stage 1,Shouyang Kaiyuan Mining Company [100%],E100000126351 [100%],,Huayang New Material Technology Group,China,3,,2024,,Underground,,27.9,456.0,Estimate,3291,Exact,Anthracite,Thermal,,,,,117.0,2023,299.0,39.0,2003,,33,2021,Qinshui,Pingshu,Jinzhong,Shanxi,Eastern Asia,Asia,37.962314,113.029653,Exact,,,,Outburst,2024,,,,,Yes,82.4,0.055,23.6,1.6,4.6,1.6,156,2019,0,
M0372,,China,Wenjiazhuang Coal Mine,,山西平舒煤业有限公司温家庄煤矿,,https://www.gem.wiki/Wenjiazhuang_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%B9%B3%E8%88%92%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B8%A9%E5%AE%B6%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,,Expansion,,Shanxi Pingshu Coal Industry Company [100%],E100000126194 [100%],,Shanxi Huayang Group [56.31%]; Jinneng Group [13.44%]; Others [30.25%],China,5,,2024,,Underground,Longwall,27.82,456.0,Estimate,4273,Estimate,Anthracite,Thermal,,,,,158.0,2023,314.0,32.0,2023,,30,2023,,"Liujianao , Wenjiazhuang Town",Jinzhong,Shanxi,Eastern Asia,Asia,37.955791,113.217014,Exact,,,,Outburst,2024,,,,,,137.3,0.092,23.6,1.6,7.6,2.7,156,2019,0,
M1235,,China,Xinjing Coal Mine,,山西新景矿煤业有限责任公司,,https://www.gem.wiki/Xinjing_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%96%B0%E6%99%AF%E7%9F%BF%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Huayang Group New Energy Company [100%],E100000123500 [100%],,Huayang New Material Technology Group,China,4.5,,2024,,Underground,Longwall,64.7,456.0,Estimate,4487,Exact,Anthracite,Thermal,,,,,473.0,2023,881.0,105.0,1997,,77,2021,Qinshui,Saiyuxi Road,Yangquan,Shanxi,Eastern Asia,Asia,37.859833,113.447561,Exact,,,,Outburst,2024,,,,,Yes,123.5,0.083,23.6,1.6,6.8,2.5,156,2019,0,
M0405,,China,Yangquan No. 1 Coal Mine,阳泉煤业（集团）股份有限公司一矿,山西华阳集团新能股份有限公司一矿,,https://www.gem.wiki/Yangquan_No.1_Coal_Mine,https://www.gem.wiki/%E9%98%B3%E6%B3%89%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%80%E7%9F%BF,Operating,,,,Yangquan Coal Industry Group [100%],E100000123371 [100%],,Huayang New Material Technology Group,China,8.5,,2024,,Underground,Longwall,83.6,456.0,Estimate,6236,Exact,Anthracite,Thermal,,,,,428.0,2023,720.0,50.0,1956,,42,2021,,Taonan Middle Street,Yangquan,Shanxi,Eastern Asia,Asia,37.907856,113.517665,Exact,,,,High-gas,2024,,,,,,233.3,0.156,23.6,1.6,12.9,4.7,156,2019,0,
M0406,,China,Yangquan No. 2 Coal Mine,阳泉煤业（集团）股份有限公司二矿,山西华阳集团新能股份有限公司二矿,,https://www.gem.wiki/Yangquan_No.2_Coal_Mine,https://www.gem.wiki/%E9%98%B3%E6%B3%89%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BA%8C%E7%9F%BF,Operating,,,,Yangquan Coal Industry Group [100%],E100000123371 [100%],,Huayang New Material Technology Group,China,8.1,,2024,,Underground,,62.4,456.0,Estimate,7551,Exact,Anthracite,Thermal,,,,,148.0,2023,407.0,18.0,2001,,28,2021,,Taonan Middle Street,Yangquan,Shanxi,Eastern Asia,Asia,37.87059,113.520175,Exact,,,,High-gas,2024,,,,,Yes,222.4,0.149,23.6,1.6,12.3,4.4,156,2019,0,
M3831,,China,Yulin Henggou Coal Mine,,榆林榆神能源有限责任公司横沟煤矿,,,https://www.gem.wiki/%E6%A6%86%E6%9E%97%E6%A6%86%E7%A5%9E%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%A8%AA%E6%B2%9F%E7%85%A4%E7%9F%BF,Proposed,Pre-Permit,New,,Yulin Yushen Energy Company [100%],E100000126513 [100%],,Shaanxi Yulin Energy Group,China,3,,,,Underground,Longwall,76.815,875.0,Exact,,,Bituminous,Met,,,,,268.0,2022,475.0,89.0,,,66,2023,Northern Shaanxi Carboniferous Permian,Koujiayuan,Yulin,Shaanxi,Eastern Asia,Asia,37.526115,110.714268,Approximate,,,,Outburst,2023,,,,,,58.3,0.039,16.7,1.6,3.2,1.2,156,2004,1,
M3044,,China,Chengta Coal Mine,,内蒙古锦泰城塔煤炭有限公司城塔煤矿,,https://www.gem.wiki/Chengta_Coal_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E9%94%A6%E6%B3%B0%E5%9F%8E%E5%A1%94%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%9F%8E%E5%A1%94%E7%85%A4%E7%9F%BF,Proposed,Test Operation,Expansion,,Inner Mongolia Huineng Coal and Electricity Group [100%],E100002010346 [100%],,Beijing Huayuan Jiaxin Investment Company,China,1.8,,2023,,Underground,,2.47,456.0,Estimate,187,Estimate,Bituminous,Thermal,,,,,29.0,,57.0,16.0,2023,,,,Zhungeer,Xuejiawan,Ordos,Inner Mongolia,Eastern Asia,Asia,39.566151,111.230906,Approximate,,,,,,,,,,,27.9,0.019,13.3,1.6,1.5,0.6,156,2018,0,
M3710,,China,Chezhai Coal Mine,,晋城矿区车寨煤矿,,,https://www.gem.wiki/%E6%99%8B%E5%9F%8E%E7%9F%BF%E5%8C%BA%E8%BD%A6%E5%AF%A8%E7%85%A4%E7%9F%BF,Proposed,Construction,New,,Shanxi Jincheng Xingtang Coal Industry Company [100%],E100000126386 [100%],,Jinneng Holding Group,China,1.5,,,,Underground,,24.98,456.0,Estimate,,,Anthracite,Thermal & Met,,,,,65.0,,140.0,43.0,,,,,Qinshui,"Cheshan , Xiacun",Jincheng,Shanxi,Eastern Asia,Asia,35.709989,112.694058,Exact,,,,,,,,,,,41.2,0.028,23.6,1.6,2.3,0.8,156,2004,1,
M0197,,China,Da'an Coal Mine,,阿巴嘎旗达安矿业有限责任公司达安煤矿,,https://www.gem.wiki/Da'an_coal_mine,https://www.gem.wiki/Da'an_coal_mine,Proposed,Construction,New,,Abaga Banner Da'an Mining Company [100%],E100002009192 [100%],,Inner Mongolia Dinghua Industrial Group,China,1.2,,,,Underground,,19.77,456.0,Estimate,,,Bituminous,,,,,,32.0,2022,47.0,27.0,2024,,19,,Manitu,,Xilingol League,Inner Mongolia,Eastern Asia,Asia,44.997659,115.334804,Exact,,,,,,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2004,0,
M3712,,China,Dabaodang Coal Mine,,榆林大保当煤矿,,,https://www.gem.wiki/%E6%A6%86%E6%9E%97%E5%A4%A7%E4%BF%9D%E5%BD%93%E7%85%A4%E7%9F%BF,Proposed,Pre-Permit,New,,,,,,China,13,,,,Underground,,112.54,456.0,Estimate,,,Bituminous,Thermal,,,,,2659.0,2014,,205.0,,,72,2014,Northern Shaanxi Jurassic,Dabaodang,Yulin,Shaanxi,Eastern Asia,Asia,38.632711,109.994475,Approximate,,,,,,,,,,,201.2,0.135,13.3,1.6,11.1,4.0,156,2004,1,
M3713,,China,Dafang Duijiangnan Coal Mine,,大方县对江南煤矿,,,https://www.gem.wiki/%E5%A4%A7%E6%96%B9%E5%8E%BF%E5%AF%B9%E6%B1%9F%E5%8D%97%E7%85%A4%E7%9F%BF,Proposed,Permitted,New,,Guizhou Qianlong Energy Development Company [100%],E100002010112 [100%],,Chongqing Energy Investment Group,China,0.9,,,,Underground,Longwall,39.38,456.0,Estimate,,,Anthracite,Thermal,,,,,74.0,2014,210.0,82.0,,,58,2014,Jinsha,"Yishu , Machang , Dafang County",Bijie,Guizhou,Eastern Asia,Asia,26.993444,105.510679,Exact,Coal Plant,Guizhou Dafang Power Plant,,Outburst,2013,,,,,,24.7,0.017,23.6,1.6,1.4,0.5,156,2004,1,
