Year,Oil_discoveries_backdated,Oil_discoveries_cumulative_backdated,Oil_production_backdated,Oil_production_cumulative_backdated,Oil_reserves_backdated,Oil_Discoveries,Oil_Cumulative_Discoveries,Oil_Production,Oil_Cumulative_Production,Oil_Reserves,Oil_Discoveries_Adjusted,Oil_Cumulative_Discoveries_Adjusted,Oil_Reserves_Fixed,Gas_Discoveries,Gas_Cumulative_Discoveries,Gas_Production,Gas_Cumulative_Production,Gas_Reserves,Gas_Discoveries_Adjusted,Gas_Cumulative_Discoveries_Adjusted,Gas_Reserves_Fixed,Coal_Discoveries,Coal_Cumulative_Discoveries,Coal_Production,Coal_Cumulative_Production,Coal_Reserves,Coal_Discoveries_Adjusted,Coal_Cumulative_Discoveries_Adjusted,Coal_Reserves_Fixed
2021,28.669999999999998,13322.140731699998,180.329628904109,8779.050868950682,4543.089862749315,28.67,13322.140734048498,177.09,8819.970000000003,4502.170734048495,177.09,19387.40366973026,10567.433669730272,3.2197231526790144,2635.371687384605,145.9231308,4786.48955408,-2151.1178666953947,145.9231308,12064.962103664497,7278.472549584498,561.6865555873287,11136.565274095188,162.5,8152.54,2984.0252740951883,403.7382961898643,22902.313968141083,14731.047792768057
2022,122.0,13444.140731699998,181.9289235616444,8960.979792512328,4483.160939187671,122.0,13444.140734048498,184.52,9004.490000000003,4439.650734048495,184.52,19571.923669730262,10567.433669730272,8.65080796772211,2644.022495352327,145.577376,4932.06693008,-2288.044434727673,145.577376,12210.539479664496,7278.472549584498,314.554531142198,11451.119805237386,174.56,8327.1,3124.0198052373853,357.1269756311909,23259.440943772275,14994.060986775443
2023,18.299999999999997,13462.440731699999,188.0289235616442,9149.008716073971,4313.432015626026,18.3,13462.440734048498,0.0,9004.490000000003,4457.950734048494,0.0,19571.923669730262,10567.433669730272,6.458879330579592,2650.481374682907,0.0,4932.06693008,-2281.585555397093,0.0,12210.539479664496,7278.472549584498,560.99576,12012.115565237384,0.0,8327.1,3685.015565237385,317.9122059274479,23577.353149699724,15246.895448529083
2024,18.299999999999997,13480.740731699998,194.1289235616442,9343.137639635615,4137.6030920643825,18.3,13480.740734048495,0.0,9004.490000000003,4476.2507340484935,0.0,19571.923669730262,10567.433669730272,1.5329385902560322,2652.0143132731628,0.0,4932.06693008,-2280.052616806837,0.0,12210.539479664496,7278.472549584498,534.381875,12546.497440237385,0.0,8327.1,4219.397440237384,279.1480506131884,23856.501200312912,15493.652708427157
2025,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,0.0367999130433755,2652.0511131862063,0.0,4932.06693008,-2280.0158168937937,0.0,12210.539479664496,7278.472549584498,387.7066713827055,12934.20411162009,0.0,8327.1,4607.10411162009,243.30678040651102,24099.807980719423,15740.290878007023
2026,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,189.8382324657534,13124.042344085845,0.0,8327.1,4796.9423440858445,210.85228691203193,24310.660267631454,15954.27742578369
2027,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,114.12432203965852,13238.166666125504,0.0,8327.1,4911.066666125504,181.9715240401438,24492.6317916716,16138.05061497794
2028,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,71.612,13309.778666125503,0.0,8327.1,4982.678666125503,154.65409691146257,24647.28588858306,16293.629653037666
2029,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,21.2051,13330.983766125502,0.0,8327.1,5003.883766125502,128.08125770110186,24775.367146284163,16422.367483637332
2030,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,17.2601,13348.243866125502,0.0,8327.1,5021.1438661255015,102.3360247338979,24877.70317101806,16524.96276188806
2031,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,0.022125,13348.2659911255,0.0,8327.1,5021.165991125501,76.64624961170996,24954.34942062977,16606.831431240105
2032,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,8.651201910786996,13356.917193036288,0.0,8327.1,5029.817193036288,51.25876229547182,25005.60818292524,16663.205802070755
2033,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,3605.356154396162,16962.27334743245,0.0,8327.1,8635.173347432448,51.02105241805609,25056.629235343295,16699.2013671686
2034,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,8.047,16970.320347432447,0.0,8327.1,8643.220347432447,0.60976509413082,25057.239000437425,16719.922689054223
2035,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,2.08,16972.40034743245,0.0,8327.1,8645.300347432449,0.4419960698542822,25057.68099650728,16730.43293207611
2038,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,3.864,16976.26434743245,0.0,8327.1,8649.16434743245,0.27503355059764,25057.956030057878,16730.763084662158
2039,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,1.481,16977.74534743245,0.0,8327.1,8650.64534743245,0.203367976786634,25058.159398034666,16730.97508883538
2043,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,1.1394682970578864,16978.884815729507,0.0,8327.1,8651.784815729507,0.12060023887285294,25058.279998273538,16731.11218896317
2053,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,1.357,16980.241815729507,0.0,8327.1,8653.141815729507,0.019023030017026727,25058.299021303555,16731.17622868949
2078,,,,,,,,,,,0.0,19571.923669730262,10567.433669730272,,,,,,0.0,12210.539479664496,7278.472549584498,4.813361403426924,16985.055177132934,0.0,8327.1,8657.955177132933,0.06747584263831118,25058.366497146195,16731.215172241096
